Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
197508,  -2.39,  -7.28,  -0.63,  -4.24,  -3.54,   1.99,  -4.20,  -1.39,   3.74,  -1.86,  -2.54,  -2.98,  -2.74,  -1.30,   0.11,  -6.14,  -3.05
197509,  -3.24,  -2.72,  -1.06,   0.68,  -4.18,  -8.49,  -4.82,  -6.59,  -5.25,  -4.53,  -2.03,  -1.23,  -3.99,  -0.97,  -3.39,  -7.51,  -4.39
197510,  11.74,  -5.00,  -1.53,  10.60,   8.79,   6.82,   9.74,   4.24,  -2.82,   1.58,   6.81,   9.54,   3.78,   6.51,  10.70,   5.03,   6.41
197511,   3.22,  -1.45,  -1.97,   6.55,   3.20,   2.02,   5.12,   3.33,   1.62,   0.47,   3.71,   3.77,   3.37,   3.12,   5.10,   4.82,   4.10
197512,  -1.98,   2.38,   0.25,  -1.01,  -2.20,   0.02,  -5.68,   0.72,   2.13,  -3.62,  -1.17,   1.74,   0.20,   1.33,  -3.45,  -0.45,  -1.51
197601,   8.96,  14.72,   7.60,  21.66,  14.90,  19.93,   7.23,  17.95,  21.23,  18.33,  17.99,  13.13,  15.44,   8.37,   7.95,  12.22,  13.74
197602,  -3.03,   2.14,  -3.25,   4.84,  -0.38,   2.51,  -5.88,   6.06,   5.22,   3.65,   1.99,   5.48,   6.16,  -3.53,   4.22,   1.92,   2.13
197603,   0.64,   4.39,   7.60,   3.02,   1.86,  -3.60,   5.85,   2.87,  -0.04,   0.39,   2.16,   5.57,   0.54,   1.42,   3.90,   3.21,   1.67
197604,  -1.31,   2.79,   1.77,  -3.11,  -4.93,   0.09,  -3.60,   0.02,   1.36,  -1.10,  -2.31,   1.88,   1.23,   0.65,  -5.12,  -2.61,  -0.48
197605,  -1.00,   2.55,   6.21,  -7.10,  -3.17,  -2.70,  -2.37,  -3.96,   0.41,   1.20,   0.80,  -2.77,   1.88,  -1.38,  -6.62,  -2.13,  -2.16
197606,   5.47,   4.64,   4.93,   0.96,   5.21,  -0.53,   4.64,   3.76,   4.72,   8.87,   7.67,   2.35,   7.08,   4.27,   1.49,   6.43,   3.53
197607,   1.78,  -3.80,  -0.36,  -1.65,  -3.17,  -2.26,  -0.13,  -2.03,  -2.42,  -2.12,  -2.41,  -0.39,  -1.22,   2.82,  -2.46,   1.15,   0.10
197608,  -0.46,  -3.82,  -0.63,  -2.82,  -1.17,  -3.34,   1.82,  -1.13,  -3.60,  -1.64,  -1.57,  -0.57,  -2.39,   2.93,   3.71,  -0.16,   0.82
197609,   0.13,   2.58,   6.10,   0.93,  -0.73,   0.31,   3.25,   2.88,   1.67,   3.11,   2.30,   5.93,   1.10,   4.10,   0.40,   0.53,   2.32
197610,  -2.25,  -2.35,  -2.34,  -1.09,  -2.87,  -2.43,  -2.66,   0.15,  -5.96,  -4.21,  -4.12,  -0.80,  -4.47,  -0.84,  -0.56,   0.63,  -1.55
197611,   0.38,   0.93,   1.16,   6.88,  -1.46,  -5.14,  -6.23,   3.59,  -0.13,   0.49,   1.38,  -0.27,   4.17,   3.16,   5.05,   1.70,   1.72
197612,   4.62,   5.94,   6.19,   6.38,   4.73,  10.19,   5.28,   8.12,   7.60,   7.48,   4.12,  10.68,   5.36,   6.53,   1.59,   8.92,   5.49
197701,  -4.97,  -1.50,  -0.14,  -0.77,  -7.98,  -5.79,  -8.04,  -4.79,  -3.73,   0.64,  -4.17,  -3.39,  -2.68,   0.80,  -8.09,  -4.58,  -3.08
197702,  -0.68,  -0.38,  -2.99,  -4.53,  -2.60,  -0.72,  -0.39,  -1.66,  -0.61,  -0.28,  -0.24,  -3.68,  -2.28,  -3.40,  -1.69,  -1.62,  -0.66
197703,  -1.20,   2.42,  -1.97,  -0.99,  -3.87,  -0.43,  -2.24,   0.06,   0.63,   1.90,   1.03,  -5.02,  -0.20,   0.15,  -3.40,  -0.54,  -0.54
197704,  -0.19,  -1.88,   2.81,   2.36,  -1.03,  -0.55,  -2.94,   2.35,   0.95,   5.14,  -1.97,   2.41,   4.25,   1.95,  -3.67,   2.33,   0.77
197705,  -0.89,  -7.30,  -0.21,  -4.58,  -3.71,  -3.70,  -1.75,  -2.90,  -5.77,   0.37,  -1.49,  -0.03,   1.39,   1.67,  -3.30,  -0.59,  -0.21
197706,   4.07,   1.07,   5.65,   6.05,   5.04,   0.00,   7.64,   4.26,   0.02,   4.11,   6.39,   4.32,   4.90,   5.72,   6.52,   6.01,   4.81
197707,   1.85,  -5.92,  -2.04,  -0.93,  -2.20,  -3.25,  -0.77,  -3.22,  -7.41,  -2.46,  -1.61,  -2.54,  -2.12,   0.87,   0.21,   0.45,  -1.28
197708,  -0.07,  -1.45,  -5.76,  -0.34,   1.33,  -3.04,   3.57,  -1.89,  -5.22,   0.97,   0.02,  -0.45,  -3.50,  -3.25,   5.32,  -1.23,  -1.49
197709,   0.61,  -1.39,   0.70,   1.63,  -0.94,  -0.25,  -1.16,  -1.15,  -5.74,   0.13,  -1.17,   3.81,  -2.13,   2.01,  -0.73,  -0.02,   1.06
197710,  -4.48,  -5.60,  -3.70,  -2.58,  -7.53,  -3.11,  -3.14,  -2.15,  -0.04,  -3.38,  -3.59,  -4.63,  -3.86,  -3.14,  -3.14,  -4.85,  -4.02
197711,   3.65,   3.76,   3.48,   8.16,   1.72,   2.85,   5.36,   7.67,   1.51,   4.39,   5.48,   1.83,   7.33,   4.30,   5.40,   5.85,   4.77
197712,  -0.22,   0.99,   1.86,   0.00,  -0.49,   1.39,  -0.39,   0.41,   4.40,   0.39,   2.33,  -0.77,   1.19,  -0.32,  -2.06,  -0.08,   1.49
197801,  -4.76,  -5.04,  -6.96,  -3.98,  -7.14,  -6.40,  -3.44,  -6.31,  -4.57,  -3.81,  -4.90,  -6.74,  -3.36,  -4.57,  -7.13,  -6.02,  -5.29
197802,   0.10,  -1.14,  -1.19,   1.27,  -3.17,  -4.83,  -2.31,   0.15,  -3.78,  -0.37,  -3.05,   1.72,   0.22,  -0.40,  -0.70,   0.06,   0.47
197803,   2.73,   3.02,   2.23,   5.70,   4.20,   4.03,   3.08,   5.59,   6.20,   5.89,  -0.30,   6.63,   6.90,   2.48,   2.19,   5.15,   4.25
197804,   6.24,   5.88,   7.22,   6.30,  13.84,  10.97,   9.57,   9.76,   8.87,   7.42,  13.19,   8.36,  10.57,   0.23,  11.47,  10.01,   7.11
197805,   4.47,   2.51,   1.19,   3.48,   5.19,   0.12,   4.67,   3.90,   3.39,   2.31,   2.89,  -1.55,   5.89,   0.71,   0.58,   1.32,   2.26
197806,   0.47,  -4.14,  -3.93,  -2.35,  -2.65,  -2.54,   0.28,  -1.54,  -6.17,   0.72,  -0.45,  -2.94,   1.17,   0.82,  -2.17,  -0.53,  -0.42
197807,   2.61,   8.44,   3.33,   2.59,   8.64,   5.48,   7.24,   8.08,   8.15,   5.80,   8.22,   3.72,  12.74,   2.82,   5.19,   5.17,   5.38
197808,   3.33,   3.82,   5.67,   7.88,   3.26,   4.79,   0.71,   9.39,   0.54,   5.24,   5.12,   2.82,   4.50,   0.47,   5.15,   5.61,   5.20
197809,  -0.62,   2.23,   4.96,   0.44,  -2.96,  -0.17,  -2.27,  -2.25,   1.24,  -3.67,  -3.40,   0.60,  -5.00,  -0.26,  -2.68,  -0.89,  -0.94
197810, -10.70, -11.37, -10.65, -16.94, -10.86,  -9.44, -10.11, -16.66, -11.95, -13.17, -11.32, -10.56, -16.89,  -7.08, -13.54, -11.39, -11.25
197811,   1.76,   0.70,   5.86,   3.78,   3.19,   1.01,   3.90,   1.32,   1.30,   2.81,   4.27,   0.87,   5.92,   3.01,   2.02,   1.75,   4.05
197812,   1.55,   3.45,   3.21,   0.34,   0.29,  -0.08,   3.32,   1.04,   0.20,   2.17,   6.13,  -0.23,   0.89,  -1.23,  -1.21,   1.44,   0.78
197901,   3.46,  10.47,   3.05,   9.71,   4.60,   6.49,   0.94,   8.74,  13.38,   6.11,   4.34,   4.91,   4.53,   6.35,   5.64,   5.30,   5.82
197902,  -3.88,   1.84,   0.75,  -1.80,  -4.55,  -2.28,  -4.37,  -2.89,  -3.67,  -5.29,  -3.18,  -3.50,  -8.22,  -1.62,  -4.97,  -3.37,  -2.89
197903,   2.87,  10.57,   9.35,   8.80,   6.48,   9.72,   3.97,   8.58,   9.09,   6.35,   7.49,   6.78,   8.60,   2.35,   5.82,   7.43,   5.09
197904,  -0.03,  -2.97,   4.39,   0.31,   1.45,  -2.02,   0.57,   2.71,  -0.64,   1.37,   0.16,   2.26,   0.02,  -2.72,   1.13,   1.48,   0.03
197905,  -1.74,   2.18,  -2.34,  -0.43,  -2.34,  -2.95,  -3.09,  -1.88,  -2.61,   0.72,  -1.62,  -1.10,  -1.85,   1.39,  -2.58,   0.15,  -1.15
197906,   3.39,  10.05,   9.16,   1.93,   2.14,   3.82,   3.40,   4.44,   2.17,   5.42,   1.91,   2.50,   4.03,   4.99,   2.65,   8.76,   3.53
197907,   0.95,   1.20,   1.69,   1.77,   0.67,   3.95,   0.48,   2.80,   4.51,   4.91,  -0.67,   1.20,   5.84,   2.12,   1.06,   3.27,   1.16
197908,   7.24,   7.71,   8.27,   7.03,   5.55,   6.75,   8.83,   9.90,   7.14,   7.92,   5.78,   5.53,   9.08,   2.05,   9.15,   5.08,   5.10
197909,  -1.72,   7.65,   6.02,  -1.54,  -3.56,   2.72,  -1.54,  -0.05,   2.55,  -1.06,  -1.57,   2.53,  -2.00,  -2.14,  -1.67,  -1.07,  -1.53
197910,  -8.55, -11.61,  -2.05,  -9.13,  -7.35,  -7.99,  -4.81, -10.30, -11.62,  -6.92,  -7.99, -11.00,  -9.88,  -5.80,  -8.87, -10.09,  -7.59
197911,   5.25,  11.69,   8.93,   6.31,   0.86,   6.07,   6.45,   6.32,   0.78,   6.16,   7.70,  -3.55,   9.39,   7.79,   2.62,   6.31,   5.38
197912,   2.48,  17.54,   2.94,   6.17,   4.09,   5.45,   1.30,   4.48,   8.19,   5.34,   2.39,   0.94,   6.27,  -0.92,   1.50,   1.73,   2.45
198001,   3.85,  13.73,  13.82,   2.68,   4.72,   3.96,  -2.30,   8.75,  17.50,   7.26,   7.73,  10.68,  16.09,   1.60,   0.27,   2.09,   3.94
198002,  -5.29,   3.77,  12.62,  -0.72,  -5.29,  -1.67,  -4.02,  -2.08,   0.10,  -1.02,  -3.82,  -6.46,  -6.54,  -3.36,  -5.29,  -5.02,  -1.33
198003,  -8.94, -18.74, -17.76,  -8.98,  -5.56, -11.92,  -2.81, -14.79, -18.64, -16.64, -12.76,  -9.49, -12.92,  -6.67,  -8.20,  -8.87,  -9.83
198004,   7.14,  -0.56,   6.84,   3.65,   2.19,   4.81,   5.07,   4.02,   2.31,   4.03,   0.10,  -3.05,  -0.60,  11.96,   4.72,   6.83,   6.47
198005,   7.96,   9.74,   4.10,   3.58,   5.79,   7.52,   8.05,   8.87,   5.17,   5.68,   4.89,   3.06,   5.83,   4.61,  10.24,   7.89,   6.35
198006,   2.33,  10.78,   5.95,   3.31,   2.72,   2.08,   0.34,   4.97,   2.40,   5.20,   3.85,   2.04,   1.13,   4.54,   2.31,   4.88,   1.82
198007,   5.85,   9.31,   1.67,  13.54,   9.78,   8.76,   8.48,  12.79,  12.76,  10.16,  14.55,  12.69,  14.04,  -0.12,  10.64,   3.23,   7.30
198008,   0.57,   6.62,   3.86,   2.95,   2.23,   2.86,  -0.69,   1.43,   1.09,   2.20,   2.43,   2.99,   1.15,  -1.08,   0.45,   1.85,   4.20
198009,  -0.17,  12.30,   7.27,   1.75,   2.04,   1.73,   0.87,   1.69,   4.59,   3.75,   2.58,   1.54,   3.06,   0.17,  -0.44,   2.59,   1.76
198010,  -0.96,  -0.32,   8.07,   1.22,   2.15,  -1.30,  -1.64,   3.10,  -1.03,   5.34,   2.10,  -5.53,   2.16,   2.01,  -1.48,   0.10,   0.87
198011,   0.08,   8.78,  24.06,   1.05,   7.93,   8.64,   5.71,   7.14,   5.55,  10.73,  10.60,  -1.30,  15.06,   7.51,   0.96,   5.63,   7.62
198012,   1.91,  -8.16, -10.90,  -1.87,  -2.39,  -1.90,   3.88,  -3.93,  -4.30,  -2.64,  -2.20,  -0.39,  -0.67,  -2.02,   0.48,   3.16,  -1.76
198101,   2.67,  -8.78, -10.21,   7.62,  -1.61,   1.54,  -1.14,  -2.43,   0.72,  -4.28,  -7.37,  -1.77,  -2.93,  -2.72,   1.55,  -2.50,  -1.28
198102,   2.29,  -3.60,  -0.44,   1.95,   8.22,   3.93,   3.18,   3.93,   2.55,   1.66,   1.50,   6.44,  -0.68,  -1.32,   3.82,   1.97,   2.77
198103,   6.88,  16.01,  -2.40,   7.29,   4.39,   2.37,   4.57,   7.75,  19.95,   6.58,   4.48,   8.30,   7.83,   2.96,  13.04,   6.87,   5.65
198104,  -0.07,  -2.88,  -7.76,   1.51,  -0.76,  -2.35,   2.54,  -1.68,  -1.58,  -0.22,  -0.20,   2.07,   1.90,  -2.58,   4.09,   0.63,   2.65
198105,   2.42,   0.05,  -4.00,   1.32,   0.51,  -1.85,   1.45,   0.49,  -0.08,   0.78,   2.61,   3.43,   2.63,   1.95,   3.10,   2.78,   3.64
198106,  -0.58,  -3.23,   4.89,   0.92,  -3.02,   2.71,  -2.47,  -1.80,  -6.36,  -3.40,  -5.63,  -3.11,  -5.29,   3.45,  -1.23,   1.71,  -2.70
198107,  -1.30,   4.00,   7.98,  -0.96,  -2.84,  -4.98,  -2.83,  -4.13,   0.18,   0.07,  -2.79,  -3.04,  -5.48,   2.81,  -3.22,  -3.09,  -1.93
198108,  -4.91,   0.36,  -6.59,  -5.98,  -7.06,  -7.11,  -5.16,  -5.21,  -7.23,  -5.45,  -6.75,  -9.00,  -9.38,  -0.83,  -6.24,  -5.16,  -5.69
198109,  -1.90, -15.18, -12.46,  -2.88,  -3.27,  -8.51,  -1.32, -10.09,  -9.52,  -7.60,  -5.94,  -3.70,  -5.53,  -5.56,  -2.25,  -2.50,  -3.17
198110,   8.58,   4.17,  10.37,   3.83,   1.13,   5.42,   6.15,   1.51,   1.24,   7.59,   3.74,  -9.26,   8.61,   4.86,   6.17,   7.47,   6.97
198111,   2.05,   2.11,   6.88,   0.42,   6.09,   3.71,   3.74,   6.35,   4.41,  -0.73,   3.18,   2.91,   1.69,   5.91,   0.97,   5.66,   3.99
198112,   0.08,  -6.20,  -6.62,  -1.30,  -0.78,  -1.68,  -1.66,  -2.62,  -2.66,  -0.71,  -0.55,   3.07,  -1.82,  -2.33,  -1.95,  -3.85,  -2.24
198201,  -0.52, -10.83,  -8.76,  -0.16,   3.76,  -4.32,   2.43,  -7.22,  -8.90,  -2.84,   1.30,  -0.67,  -3.78,  -0.69,   0.99,  -2.16,  -1.74
198202,  -0.75,  -8.33, -11.38,  -4.25,  -3.79,  -6.44,  -2.24,  -7.19,  -4.71,  -5.43,  -5.79,  -2.39,  -5.29,  -0.45,  -0.80,  -2.93,  -4.13
198203,   3.42, -10.06,  -3.62,   0.70,   2.37,  -1.11,  -1.21,  -2.70,  -5.17,  -6.32,  -3.54,   4.56,   0.29,   1.63,   5.70,  -1.05,  -0.13
198204,   6.79,   0.12,   4.68,   7.39,   1.20,   5.18,   6.40,   2.44,   1.60,   2.95,   5.75,   5.13,   4.94,   3.83,   5.86,   3.29,   3.91
198205,  -2.40,  -5.57,   2.57,  -0.87,  -2.26,  -4.32,  -3.19,  -5.46,  -6.82,  -2.14,  -5.66,  -0.13,  -5.87,  -0.50,  -2.78,  -5.55,  -3.55
198206,   2.02,  -5.58,  -6.71,   1.00,   2.49,  -4.73,  -0.60,  -2.70,  -6.70,  -6.03,  -2.52,   2.87,  -0.33,  -2.24,   3.61,  -2.49,  -1.57
198207,   1.86,  -5.67,  -8.03,  -0.06,   1.87,  -3.98,  -0.58,  -3.11,  -4.61,  -2.34,   0.21,  -3.79,  -1.96,  -2.61,   0.67,  -3.03,  -0.60
198208,   6.98,  20.83,  10.01,  10.81,  11.60,  15.22,  11.76,  17.68,  13.32,   9.83,  12.92,  16.09,  16.69,  11.91,  11.61,  11.46,  11.07
198209,   4.01,   0.43,   1.94,   8.66,   0.17,  -0.27,   2.36,  -0.52,  -5.19,  -0.65,  -0.44,  -1.37,  -1.58,   1.09,   4.89,   6.02,   2.10
198210,   7.39,  17.65,   5.57,  13.46,  12.74,  12.78,   9.17,  18.40,   9.31,  14.64,  14.59,  17.08,  15.83,   4.89,  16.62,  15.11,  13.80
198211,   5.18,   6.20,  -4.73,   8.42,   9.23,   2.96,   3.47,  11.71,   3.65,   5.56,   9.60,   7.77,   7.33,   0.10,  11.09,   6.51,   7.70
198212,   0.63,   5.95,   5.66,   1.09,  -2.21,  -2.35,  -0.78,   3.01,   5.69,  -2.70,   3.91,   5.45,   1.14,   4.29,  -2.87,  -2.31,   0.16
198301,  -0.06,  14.28,   3.66,  -0.37,   5.15,   9.98,   1.75,   2.07,   8.08,   6.51,   7.92,   2.45,   6.87,   3.64,   0.43,   0.46,   5.32
198302,   1.67,  -7.30,  -0.37,   7.98,   6.79,   4.46,   1.85,   4.36,   3.94,   4.86,   2.95,   1.68,   5.82,   1.45,   7.95,   5.53,   3.83
198303,   5.95,   3.79,   6.15,  10.99,  -2.40,   0.70,   4.34,   5.80,   2.93,   2.04,   0.44,  -0.52,   3.77,   0.30,   9.88,   6.89,   2.73
198304,   5.07,   9.07,   9.51,   8.59,   6.05,   8.88,   5.25,   5.53,   3.05,   5.18,   6.95,  15.75,   4.99,   4.78,   9.16,   9.07,   6.80
198305,  -0.82,   6.50,   1.44,   0.98,  -4.41,   4.45,  -4.08,   2.86,   9.51,   4.90,   3.03,  -1.97,   3.42,   2.63,   0.02,   0.64,   1.37
198306,   1.59,   1.00,   6.69,   8.04,   5.22,   1.05,   4.97,  -0.15,  -1.98,   1.32,   5.74,  12.61,   7.64,  -0.41,   5.84,   0.28,   3.01
198307,  -2.15,  -5.00,  -2.59,  -4.42,  -5.11,   0.16,  -3.54,  -3.85,  -0.77,   0.19,  -4.75,  -1.39,  -4.90,   1.04,  -2.15,  -2.89,  -5.28
198308,   1.71,   0.87,   7.34,  -4.55,  -1.03,   6.99,   1.07,  -4.27,   7.82,  -1.51,  -0.64,  -3.85,  -3.80,   1.51,  -5.23,   0.76,  -1.53
198309,   5.37,  -5.77,  -5.00,   1.58,   2.91,  -0.40,   3.27,   3.36,  -2.42,   0.69,   2.79,   5.00,   3.36,   4.66,   2.09,   1.99,   2.12
198310,   2.15,  -9.57,  -2.07,  -4.47,  -2.30,  -3.06,   0.88,  -4.74,  -5.21,  -0.55,  -5.52,   2.04,  -0.42,   3.07,  -0.72,  -2.95,  -5.67
198311,   2.42,   8.83,  -0.69,   3.40,   8.83,   2.76,  -0.62,   7.41,   9.49,   6.31,   2.36,  -0.40,   7.79,  -1.57,   4.42,   3.94,   4.07
198312,  -0.57,  -1.95,   1.98,  -2.87,   1.23,  -3.21,  -2.87,  -1.17,   1.14,  -0.95,   1.45,   1.33,  -1.11,  -3.63,  -5.81,  -0.74,  -1.78
198401,   0.38,  -1.61,  10.05,  -6.59,  -6.53,  -4.01,   0.27,  -3.79,  -1.94,  -2.33,  -4.94,  -3.39,  -3.35,   1.49,  -6.31,  -0.49,  -2.18
198402,  -4.28,   1.58,   3.39,  -3.68,  -5.66,  -7.41,  -2.71,  -5.81,  -7.78,  -7.55,  -5.88,  -6.68,  -7.33,  -3.36,  -4.44,  -4.56,  -5.13
198403,   1.10,   5.62,   0.85,  -0.11,   2.09,   6.01,   0.05,   4.33,   5.90,   3.67,   2.42,  -2.59,  -0.78,  -0.23,   0.83,   2.10,   0.17
198404,   0.34,  -5.77,   4.19,  -0.17,   0.28,   1.11,   0.76,  -2.78,  -5.59,   1.43,   0.12,   1.48,  -1.21,  -0.40,   0.78,  -1.18,   0.46
198405,  -1.90,  -7.75,  -4.81,  -5.59,  -3.47,  -6.93,  -3.39,  -8.93,  -9.48,  -4.65,  -6.36,  -4.83,  -3.81,  -0.83,  -4.93,  -7.40,  -5.26
198406,   6.48,  -5.09,  -2.09,   4.23,   1.69,   0.30,   5.61,   1.34,  -1.51,  11.18,   1.10,   3.10,   5.80,   0.47,   7.87,   2.28,   6.31
198407,  -1.10, -12.94,  -7.28,  -6.14,   0.31,  -2.07,  -3.27,  -2.99,  -9.20,  -2.48,  -1.32,   4.43,   0.29,  -0.03,   1.23,  -0.63,  -0.86
198408,   7.34,  19.62,  13.76,   9.67,   9.16,  13.46,   7.98,  12.65,  13.97,  10.22,  13.62,   9.51,  12.26,   7.75,   9.11,  11.01,  10.53
198409,   2.52,   0.12,   2.02,  -1.59,  -2.90,  -3.22,  -1.25,   0.79,  -3.40,  -2.16,  -3.41,   2.57,  -0.84,   4.81,   0.10,   3.23,  -0.70
198410,   2.19,  -5.88,  -4.29,  -0.44,   0.64,  -1.14,   2.85,   0.32,  -1.83,   0.94,  -0.52,   2.98,   4.63,   3.31,  -1.07,   1.20,  -1.65
198411,  -0.38,  -0.80,  -1.13,  -0.25,  -1.52,  -0.40,   0.40,  -0.05,  -1.10,  -2.61,  -3.18,  -2.96,  -3.14,   3.03,  -3.15,   0.29,  -1.08
198412,   2.43,  -2.82,  -0.56,   0.97,   2.70,   0.60,   2.96,   1.89,   2.33,   2.45,   2.34,   4.81,   4.10,   2.63,  -0.01,   4.45,   3.59
198501,   1.99,  15.75,   6.62,  11.72,   9.86,   7.05,   4.45,  12.59,  10.53,   5.56,  12.12,   8.86,   9.93,   2.40,  12.48,   8.88,   9.36
198502,   5.34,  -4.07,   3.94,   2.42,   0.37,   2.53,   4.21,   0.02,  -0.38,   2.84,  -1.34,  -2.41,   4.00,   1.39,   2.61,   2.15,   2.40
198503,   6.14,   5.24,   1.63,  -0.28,  -4.28,  -2.38,   3.07,  -4.61,  -3.34,  -3.34,  -6.15,  -4.83,  -3.44,   6.12,  -0.47,   0.10,   1.32
198504,  -1.31,  -2.22,   3.58,  -0.49,  -1.24,   0.79,  -2.73,  -0.96,  -4.84,  -4.30,  -3.26,  -4.15,  -3.32,   1.62,   0.29,   2.56,  -0.75
198505,  10.63,   2.80,   0.99,   8.35,   4.83,   7.79,   7.07,   6.04,   1.62,   5.48,   3.42,   6.91,  10.27,   5.50,  11.19,   6.25,   6.22
198506,   3.40,  -0.32,  -0.96,   1.81,   1.99,   1.52,   1.92,   0.89,  -0.67,   1.61,  -0.94,   1.17,   2.32,   3.62,   1.30,   2.97,   3.55
198507,  -2.29,   8.78,  -0.23,   2.25,   2.64,   4.13,  -0.81,   2.91,   7.73,   2.63,   4.83,   0.93,   3.66,  -4.70,  -5.32,  -1.32,  -0.65
198508,   2.45,  -1.41,   1.38,   1.53,  -2.97,  -1.10,  -0.24,  -2.68,  -1.87,  -1.99,  -2.44,  -0.71,  -0.79,   1.92,  -0.38,  -0.40,  -0.80
198509,   3.27,  -8.97,  -1.39,  -2.64,  -3.73,  -3.51,  -2.80,  -4.44,  -4.46,  -3.11,  -4.11,  -2.01,  -7.37,  -5.31,  -4.17,  -4.44,  -5.14
198510,   4.26,  -1.48,   6.14,   7.16,   0.53,   4.92,   4.95,   3.01,  -4.32,   3.60,   3.13,   1.95,   0.95,   6.31,   7.65,   7.65,   3.51
198511,   9.27,   5.19,   1.43,   6.90,  12.83,   6.12,  10.30,   8.65,   5.98,   8.85,   8.85,   7.67,   6.31,   4.24,   7.91,   7.62,   6.65
198512,   3.81,  -2.66,  -2.90,   4.09,   7.25,   6.67,   3.96,   4.89,   2.74,   5.09,   7.07,   5.31,   2.21,   4.85,   3.99,   4.96,   5.89
198601,   1.18,   2.40,  -6.96,   5.17,   0.35,   1.81,   1.26,   2.41,   2.69,   2.25,   0.27,   4.58,   2.80,   3.78,   1.37,   3.49,   0.07
198602,   8.90,  -3.22,   0.53,   9.82,  11.54,  12.14,   9.17,  12.13,   5.31,   7.34,   5.20,  11.42,   8.91,   6.56,   7.43,   8.62,   8.29
198603,   8.72,   2.64,   0.03,   7.24,   4.84,   6.25,  11.44,  10.81,   3.86,   1.71,   0.86,  11.43,   4.96,   3.95,   8.82,   5.89,   4.88
198604,   0.50,  -5.13,   0.55,  -1.18,  -1.44,   2.11,   0.29,  -1.89,  -5.38,  -1.28,   2.52,  -6.76,  -3.25,  -3.90,   0.08,  -3.32,   1.26
198605,   7.85,   2.92,   7.43,   7.77,   4.35,   5.86,   8.52,   5.18,   1.60,   3.69,   0.78,   4.31,   1.57,   3.63,  11.12,   4.98,   5.06
198606,   6.14,  -3.76,  -2.16,   4.57,  -0.60,   0.63,   7.18,  -0.45,  -3.40,  -2.52,  -4.54,  -0.17,  -0.33,   5.07,   4.58,   2.00,   2.25
198607,  -4.76,  -2.13,  -5.29,  -8.60,  -8.67,  -6.37,  -4.42,  -9.18, -15.70,  -8.03,  -8.05,  -8.65,  -9.10,   5.13,  -9.53,  -5.46,  -6.87
198608,   1.92,  14.72,  16.81,   2.66,   6.02,   5.67,   3.19,   7.53,   8.83,   6.13,   7.45,   7.04,   5.81,   7.91,   1.23,   7.21,   5.85
198609, -11.37,   2.38,  -1.05,  -8.74,  -8.73,  -5.25, -12.86,  -6.95,   2.10,  -3.74,  -6.92,  -7.92,  -2.59,  -9.09,  -8.62, -10.30,  -8.30
198610,   9.89,  -0.41,   1.83,   7.27,   7.32,   8.31,   8.95,   6.69,   2.89,   3.47,   0.21,   6.69,   3.86,   5.24,   7.96,   3.49,   6.64
198611,   0.44,   1.82,   3.57,   3.21,   7.28,   4.11,   2.29,   2.66,  -5.67,   1.27,   3.87,   2.79,   1.12,   0.55,   1.99,  -0.82,   1.16
198612,  -2.65,  -2.63,  -0.70,  -4.54,   0.27,  -3.88,  -0.19,  -2.87,  -3.09,  -5.37,  -3.07,  -5.06,  -4.72,  -3.30,  -6.91,  -2.36,  -2.66
198701,  13.58,  13.98,  14.65,  10.51,  15.21,  15.03,  14.76,  16.82,  13.68,  11.66,  15.87,  19.96,   6.11,   9.30,  10.58,  10.46,  13.18
198702,   4.36,  12.25,  -1.41,  11.39,   4.43,   5.68,   7.64,   3.87,   7.80,   8.06,   8.80,   2.56,   5.96,  -2.14,  11.44,   3.89,   5.00
198703,   2.23,  15.82,  12.60,   1.74,   1.59,   5.38,   0.38,   4.94,   7.13,  -0.88,   2.64,   6.01,  -1.80,  -1.67,   2.35,  -1.49,   1.97
198704,  -4.45,   2.83,   0.72,  -1.76,  -0.91,   1.43,  -2.66,  -4.08,   3.53,  -0.60,   4.00,   7.42,  -5.71,  -4.32,  -2.05,  -4.92,  -2.30
198705,   2.15,  -3.03,   2.61,   1.43,   0.81,   0.29,   1.46,  -1.91,   3.93,  -0.06,   0.36,  -2.76,   3.80,  -1.85,   0.24,  -0.72,   1.50
198706,   6.12,  -1.61,   6.01,   6.66,   4.07,   4.67,   4.92,   6.50,   3.47,   3.28,   0.85,   2.44,   5.35,   3.39,   6.57,   4.96,   5.47
198707,   3.58,  16.25,   2.66,   4.89,   6.26,   6.05,   5.85,   5.67,  19.11,   6.99,   3.02,   6.18,   6.69,  -1.68,   6.21,   1.84,   5.57
198708,   2.93,  -2.68,   2.33,   0.13,   6.23,   2.52,   4.85,   2.13,  -4.22,   1.91,   6.38,   5.20,   0.58,   3.71,   3.60,   5.88,   3.48
198709,  -2.60,   3.77,  -3.75,  -6.51,  -0.98,  -0.56,  -1.67,  -1.73,   3.70,  -1.33,  -2.27,  -7.51,  -1.91,  -2.31,  -6.89,  -2.32,  -0.11
198710, -18.24, -31.85, -18.22, -31.45, -25.29, -27.95, -19.10, -29.22, -30.45, -28.55, -27.06, -27.13, -28.97,  -6.93, -27.94, -21.19, -22.84
